"C";"1";"Saint-Ouen";"48.90456082213364, 2.322694729473372";"Porte de Clichy";"48.894262568309564, 2.3159411535514716";"04:49";"0.592"
"C";"1";"Porte de Clichy";"48.894262568309564, 2.3159411535514716";"Péreire Levallois";"48.88602700780433, 2.2992286819828145";"04:42";"0.583"
"C";"1";"Péreire Levallois";"48.88602700780433, 2.2992286819828145";"Neuilly Porte Maillot";"48.878347804048644, 2.284217509613705";"04:03";"0.528"
"C";"1";"Neuilly Porte Maillot";"48.878347804048644, 2.284217509613705";"Avenue Foch";"48.86985281215763, 2.2747712644338454";"03:48";"0.508"
"C";"1";"Avenue Foch";"48.86985281215763, 2.2747712644338454";"Avenue Henri Martin";"48.86545537297977, 2.2722351438875577";"00:42";"0.249"
"C";"1";"Avenue Henri Martin";"48.86545537297977, 2.2722351438875577";"Boulainvilliers";"48.856981095562965, 2.274806827480264";"03:23";"0.473"
"C";"1";"Boulainvilliers";"48.856981095562965, 2.274806827480264";"Avenue du Président Kennedy Maison de Radio France";"48.85352548506894, 2.279679454187814";"00:14";"0.211"
"C";"1";"Avenue du Président Kennedy Maison de Radio France";"48.85352548506894, 2.279679454187814";"Champ de Mars Tour Eiffel";"48.8564765666592, 2.2896562493865478";"00:36";"0.241"
"C";"1";"Champ de Mars Tour Eiffel";"48.8564765666592, 2.2896562493865478";"Pont de l'Alma";"48.86247496310803, 2.3003592740110994";"02:20";"0.386"
"C";"1";"Pont de l'Alma";"48.86247496310803, 2.3003592740110994";"Invalides";"48.8627130056211, 2.3126576509104404";"00:27";"0.229"
"C";"1";"Invalides";"48.8627130056211, 2.3126576509104404";"Musée d'Orsay";"48.860365575927474, 2.326623034830927";"01:10";"0.289"
"C";"1";"Musée d'Orsay";"48.860365575927474, 2.326623034830927";"Saint-Michel Notre-Dame";"48.853023793740164, 2.344959780029387";"04:00";"0.524"
"C";"1";"Saint-Michel Notre-Dame";"48.853023793740164, 2.344959780029387";"Gare d'Austerlitz";"48.84032035638395, 2.367818767583529";"07:21";"0.804"
"C";"1";"Gare d'Austerlitz";"48.84032035638395, 2.367818767583529";"Bibliothèque François Mitterrand";"48.8288801225864, 2.377758552865005";"05:33";"0.654"
"C";"1";"Bibliothèque François Mitterrand";"48.8288801225864, 2.377758552865005";"Ivry-sur-Seine";"48.8139591342409, 2.391677280020743";"07:56";"0.852"
"C";"1";"Ivry-sur-Seine";"48.8139591342409, 2.391677280020743";"Vitry-sur-Seine";"48.80028105254759, 2.40269438767449";"06:59";"0.773"
"C";"1";"Vitry-sur-Seine";"48.80028105254759, 2.40269438767449";"Les Ardoines";"48.78248922625494, 2.409587305033223";"09:36";"0.992"
"C";"1";"Les Ardoines";"48.78248922625494, 2.409587305033223";"Choisy-le-Roi";"48.76387977763339, 2.411287538155699";"10:07";"1.035"
"C";"1";"Choisy-le-Roi";"48.76387977763339, 2.411287538155699";"Les Saules";"48.74520105223681, 2.4174549898851208";"10:10";"1.039"
"C";"1";"Les Saules";"48.74520105223681, 2.4174549898851208";"Orly Ville";"48.74163230680523, 2.4030548924063897";"00:16";"0.213"
"C";"1";"Orly Ville";"48.74163230680523, 2.4030548924063897";"Pont de Rungis Aéroport d'Orly";"48.74834625868034, 2.373209854795934";"02:36";"0.409"
"C";"0";"Saint-Quentin en Yvelines - Montigny-le-Bretonneux";"48.78748491597792, 2.044615988930814";"Saint-Cyr";"48.79877460471833, 2.072712440765476";"06:05";"0.698"
"C";"0";"Saint-Cyr";"48.79877460471833, 2.072712440765476";"Versailles Chantiers";"48.79526039893613, 2.1349078603373464";"06:30";"0.733"
"C";"0";"Versailles Chantiers";"48.79526039893613, 2.1349078603373464";"Viroflay Rive Gauche";"48.800665521455045, 2.17158260741522";"03:54";"0.517"
"C";"0";"Viroflay Rive Gauche";"48.800665521455045, 2.17158260741522";"Chaville - Vélizy";"48.79968116446791, 2.1834187943404744";"00:04";"0.149"
"C";"0";"Chaville - Vélizy";"48.79968116446791, 2.1834187943404744";"Meudon Val Fleury";"48.807552358196936, 2.2409419171683633";"07:33";"0.821"
"C";"0";"Meudon Val Fleury";"48.807552358196936, 2.2409419171683633";"Issy";"48.81933737870203, 2.257883547622023";"06:00";"0.692"
"C";"0";"Issy";"48.81933737870203, 2.257883547622023";"Issy Val de Seine";"48.83050964570215, 2.2640113460455353";"05:14";"0.627"
"C";"0";"Issy Val de Seine";"48.83050964570215, 2.2640113460455353";"Pont du Garigliano - Hôpital Européen G. Pompidou";"48.83888336270874, 2.2704701876900395";"03:25";"0.476"
"C";"0";"Pont du Garigliano - Hôpital Européen G. Pompidou";"48.83888336270874, 2.2704701876900395";"Javel";"48.84716158046345, 2.27803679359566";"03:25";"0.477"
"C";"0";"Javel";"48.84716158046345, 2.27803679359566";"Champ de Mars Tour Eiffel";"48.8564765666592, 2.2896562493865478";"04:22";"0.556"
"C";"2";"Bibliothèque François Mitterrand";"48.8288801225864, 2.377758552865005";"Juvisy";"48.68970940912314, 2.383334629403869";"90:32";"7.736"
"C";"1";"Juvisy";"48.68970940912314, 2.383334629403869";"Brétigny";"48.60664906621052, 2.3019573828860596";"53:09";"4.621"
"C";"1";"Brétigny";"48.60664906621052, 2.3019573828860596";"La Norville - Saint-Germain-lès-Arpajon";"48.59111916474817, 2.266215906699314";"09:01";"0.943"
"C";"1";"La Norville - Saint-Germain-lès-Arpajon";"48.59111916474817, 2.266215906699314";"Arpajon";"48.58599680822646, 2.2412169696111426";"02:37";"0.41"
"C";"1";"Arpajon";"48.58599680822646, 2.2412169696111426";"Égly";"48.582715781664064, 2.2234625238542307";"01:07";"0.284"
"C";"1";"Égly";"48.582715781664064, 2.2234625238542307";"Breuillet - Bruyères-le-Châtel";"48.57760979436327, 2.1922487394356454";"03:33";"0.488"
"C";"1";"Breuillet - Bruyères-le-Châtel";"48.57760979436327, 2.1922487394356454";"Breuillet Village";"48.56433413404574, 2.170354257290333";"07:16";"0.797"
"C";"1";"Breuillet Village";"48.56433413404574, 2.170354257290333";"Saint-Chéron";"48.550937745357075, 2.1249767315730463";"09:52";"1.014"
"C";"1";"Saint-Chéron";"48.550937745357075, 2.1249767315730463";"Sermaise";"48.535687624993614, 2.069088468619773";"12:51";"1.263"
"C";"1";"Sermaise";"48.535687624993614, 2.069088468619773";"Dourdan";"48.53376051220457, 2.008756915662106";"10:35";"1.074"
"C";"0";"Versailles Château Rive Gauche";"48.79991350059487, 2.130150772175517";"Porchefontaine";"48.79654475986442, 2.1522340489858127";"01:29";"0.315"
"C";"0";"Porchefontaine";"48.79654475986442, 2.1522340489858127";"Viroflay Rive Gauche";"48.800665521455045, 2.17158260741522";"01:32";"0.32"
"C";"3";"Bibliothèque François Mitterrand";"48.8288801225864, 2.377758552865005";"Choisy-le-Roi";"48.76387977763339, 2.411287538155699";"41:17";"3.631"
"C";"2";"Choisy-le-Roi";"48.76387977763339, 2.411287538155699";"Villeneuve-le-Roi";"48.73968685807613, 2.426423645047488";"13:53";"1.348"
"C";"0";"Villeneuve-le-Roi";"48.73968685807613, 2.426423645047488";"Ablon";"48.72578126379895, 2.4198671478914595";"06:59";"0.773"
"C";"0";"Ablon";"48.72578126379895, 2.4198671478914595";"Athis-Mons";"48.71266832171659, 2.403668724287269";"06:28";"0.73"
"C";"0";"Athis-Mons";"48.71266832171659, 2.403668724287269";"Juvisy";"48.68970940912314, 2.383334629403869";"13:01";"1.276"
"C";"0";"Saint-Martin d'Étampes";"48.42748765080825, 2.145258831307165";"Étampes";"48.437062675829104, 2.159819133907717";"05:50";"0.678"
"C";"0";"Étampes";"48.437062675829104, 2.159819133907717";"Étréchy";"48.49387742150091, 2.1947692381982216";"37:02";"3.277"
"C";"0";"Étréchy";"48.49387742150091, 2.1947692381982216";"Gare de Chamarande";"48.51405318948937, 2.2151562718541644";"12:07";"1.201"
"C";"0";"Gare de Chamarande";"48.51405318948937, 2.2151562718541644";"Lardy";"48.520620553497956, 2.255014220399748";"08:03";"0.863"
"C";"0";"Lardy";"48.520620553497956, 2.255014220399748";"Bouray";"48.53290340283496, 2.2900778137432436";"09:02";"0.943"
"C";"0";"Bouray";"48.53290340283496, 2.2900778137432436";"Marolles-en-Hurepoix";"48.56564453550255, 2.290908349251896";"19:33";"1.82"
"C";"0";"Marolles-en-Hurepoix";"48.56564453550255, 2.290908349251896";"Brétigny";"48.60664906621052, 2.3019573828860596";"25:06";"2.283"
"C";"2";"Champ de Mars Tour Eiffel";"48.8564765666592, 2.2896562493865478";"Javel";"48.84716158046345, 2.27803679359566";"04:22";"0.556"
"C";"1";"Javel";"48.84716158046345, 2.27803679359566";"Pont du Garigliano - Hôpital Européen G. Pompidou";"48.83888336270874, 2.2704701876900395";"03:25";"0.477"
"C";"1";"Pont du Garigliano - Hôpital Européen G. Pompidou";"48.83888336270874, 2.2704701876900395";"Issy Val de Seine";"48.83050964570215, 2.2640113460455353";"03:25";"0.476"
"C";"1";"Issy Val de Seine";"48.83050964570215, 2.2640113460455353";"Issy";"48.81933737870203, 2.257883547622023";"05:14";"0.627"
"C";"1";"Issy";"48.81933737870203, 2.257883547622023";"Meudon Val Fleury";"48.807552358196936, 2.2409419171683633";"06:00";"0.692"
"C";"1";"Meudon Val Fleury";"48.807552358196936, 2.2409419171683633";"Chaville - Vélizy";"48.79968116446791, 2.1834187943404744";"07:33";"0.821"
"C";"1";"Chaville - Vélizy";"48.79968116446791, 2.1834187943404744";"Viroflay Rive Gauche";"48.800665521455045, 2.17158260741522";"00:04";"0.149"
"C";"1";"Viroflay Rive Gauche";"48.800665521455045, 2.17158260741522";"Versailles Chantiers";"48.79526039893613, 2.1349078603373464";"03:54";"0.517"
"C";"1";"Versailles Chantiers";"48.79526039893613, 2.1349078603373464";"Saint-Cyr";"48.79877460471833, 2.072712440765476";"06:30";"0.733"
"C";"1";"Saint-Cyr";"48.79877460471833, 2.072712440765476";"Saint-Quentin en Yvelines - Montigny-le-Bretonneux";"48.78748491597792, 2.044615988930814";"06:05";"0.698"
"C";"3";"Choisy-le-Roi";"48.76387977763339, 2.411287538155699";"Juvisy";"48.68970940912314, 2.383334629403869";"47:11";"4.123"
"C";"2";"Juvisy";"48.68970940912314, 2.383334629403869";"Savigny-sur-Orge";"48.67639468866699, 2.3523541804056833";"06:36";"0.741"
"C";"1";"Savigny-sur-Orge";"48.67639468866699, 2.3523541804056833";"Épinay-sur-Orge";"48.6693475106473, 2.332043500451718";"02:26";"0.395"
"C";"1";"Épinay-sur-Orge";"48.6693475106473, 2.332043500451718";"Sainte-Geneviève-des-Bois";"48.65295347339147, 2.3129608959702024";"08:40";"0.914"
"C";"1";"Sainte-Geneviève-des-Bois";"48.65295347339147, 2.3129608959702024";"Saint-Michel-sur-Orge";"48.635615525211605, 2.3068029676156123";"09:17";"0.964"
"C";"1";"Saint-Michel-sur-Orge";"48.635615525211605, 2.3068029676156123";"Brétigny";"48.60664906621052, 2.3019573828860596";"17:02";"1.611"
"C";"1";"Dourdan";"48.53376051220457, 2.008756915662106";"Dourdan la Forêt";"48.53542058733677, 1.996005688002604";"00:38";"0.244"
